SGB474	Corynebacterium_aurimucosum	2
SGB473	Anaerococcus_hydrogenalis	3
SGB472	Gordonibacter	1
SGB471	Gardnerella_vaginalis	1
SGB579	Lachnoanaerobaculum_saburreum	2
SGB188	Streptococcus_oralis	7
SGB187	Staphylococcus_pasteuri	1
SGB186	Pseudomonas_aeruginosa	1
SGB185	Staphylococcus_aureus	3213
SGB184	Citrobacter_freundii	144	Enterobacter_cloacae	1
SGB183	Bacteroides_stercoris	50
SGB182	Actinotignum_sanguinis	1
SGB180	Bacteroides_dorei	51	Bacteroides_vulgatus	82
SGB231	Tessaracoccus_sp	1
SGB230	Faecalibacterium_prausnitzii	2
SGB239	Akkermansia_muciniphila	11
SGB601	Streptococcus_agalactiae	974
SGB004	Tessaracoccus_sp	1
SGB257	Finegoldia_magna	7
SGB256	Actinomyces_neuii	4
SGB255	Anaerotruncus_colihominis	6
SGB254	Acinetobacter_gyllenbergii	5
SGB158	Corynebacterium_aurimucosum	2
SGB159	Tessaracoccus_sp	1
SGB251	Gemella_haemolysans	2
SGB250	Campylobacter_hominis	3
SGB154	Olsenella	1
SGB155	Streptococcus_oralis	1
SGB156	Bacteroides_stercoris	1
SGB157	Actinomyces_neuii	1
SGB150	Haemophilus_influenzae	1	Haemophilus_parainfluenzae	18
SGB151	Parvimonas	1
SGB259	Serratia_fonticola	3
SGB258	Gordonibacter	4
SGB326	Corynebacterium_kroppenstedtii	1
SGB448	Enterobacter_cloacae	7
SGB449	Burkholderia_cenocepacia	1
SGB433	Olsenella	2
SGB431	Enterobacter_cloacae	6
SGB430	Gardnerella_vaginalis	1
SGB437	Coprococcus_eutactus	4
SGB435	Atopobium_vaginae	1
SGB434	Gordonibacter	1
SGB439	Prevotella_nanceiensis	2
SGB028	Streptococcus_mitis	1
SGB029	Streptococcus_mitis	1
SGB538	Citrobacter_freundii	4
SGB539	Tessaracoccus_sp	1
SGB020	Gardnerella_vaginalis	1
SGB533	Streptococcus_mitis	1
SGB022	Bacteroides_plebeius	14
SGB023	Parabacteroides_johnsonii	5
SGB024	Neisseria_flavescens	6	Neisseria_meningitidis	7
SGB025	Enterobacter_cloacae	4
SGB534	Criibacterium_bergeronii	1
SGB535	Lactobacillus_raoultii	1
SGB388	Serratia_quinivorans	1
SGB570	Mobiluncus_curtisii	7
SGB478	Megasphaera_sp	2
SGB446	Streptococcus_gallolyticus	1	Streptococcus_infantarius	4
SGB447	Streptococcus_mitis	8	Streptococcus_oralis	2
SGB444	Cutibacterium_avidum	15
SGB445	Streptococcus_mitis	3
SGB442	Dorea_formicigenerans	27
SGB443	Providencia_rettgeri	5
SGB440	Haemophilus_parainfluenzae	4
SGB441	Corynebacterium_aurimucosum	1
SGB327	Olsenella	1
SGB420	Gardnerella_vaginalis	1
SGB325	Paraprevotella_clara	3
SGB324	Citrobacter_amalonaticus	4
SGB323	Parabacteroides_distasonis	2
SGB322	Rothia_mucilaginosa	3
SGB321	Streptococcus_infantis	5	Streptococcus_pseudopneumoniae	1
SGB320	Staphylococcus_pasteuri	11
SGB578	Peptoniphilus_duerdenii	1
SGB140	Corynebacterium_freneyi	1
SGB470	Solobacterium_moorei	3
SGB381	Prevotella_timonensis	7
SGB380	Sneathia_amnii	1
SGB280	Bacteroides_caccae	20
SGB042	Mycoplasma_orale	2
SGB218	Collinsella_aerofaciens	5
SGB213	Streptococcus_infantis	1
SGB211	Streptococcus_salivarius	2
SGB217	Actinomyces_hongkongensis	1
SGB040	Haemophilus_parainfluenzae	4
SGB215	Prevotella_histicola	3
SGB214	Bacteroides_stercoris	1
SGB547	Phascolarctobacterium_succinatutens	2
SGB517	Bacteroides_finegoldii	15
SGB546	Citrobacter_freundii	1
SGB545	Parvimonas	1
SGB512	Propionimicrobium_lymphophilum	2
SGB045	Corynebacterium_glucuronolyticum	3
SGB010	Sneathia_sanguinegens	1
SGB106	Prevotella_buccalis	2
SGB105	Tessaracoccus_sp	1
SGB104	Bacillus_subtilis	1
SGB103	Olsenella	1
SGB069	Janibacter	1
SGB101	Enterobacter_cloacae	1
SGB100	Lactococcus_lactis	1
SGB064	Streptococcus_mitis	2
SGB065	Streptococcus_mitis	1	Streptococcus_pseudopneumoniae	1
SGB066	Lactobacillus_coleohominis	1
SGB067	Streptococcus_mitis	1
SGB061	Prevotella_bivia	8
SGB062	UPEC	14
SGB063	Mycoplasma_penetrans	2
SGB269	Streptococcus_oralis	1
SGB266	Lactobacillus_crispatus	59	Lactobacillus_acidophilus	1
SGB267	Gordonibacter	1
SGB264	Bacillus_subtilis	1
SGB265	Bifidobacterium_bifidum	60
SGB262	Olsenella	1
SGB263	Streptococcus_mitis	1
SGB260	Streptococcus_mitis	4	Streptococcus_pseudopneumoniae	1
SGB589	Porphyromonas_uenonis	2
SGB588	Varibaculum_cambriense	1
SGB583	Catenibacterium_mitsuokai	1
SGB582	Providencia_rettgeri	6
SGB581	Gordonibacter	2
SGB580	Eggerthella_lenta	29
SGB586	Corynebacterium_jeikeium	3
SGB585	Streptococcus_pseudopneumoniae	1
SGB128	Megasphaera_sp	1
SGB363	Janibacter	2
SGB362	Gordonibacter	1
SGB361	Streptococcus_mitis	1	Streptococcus_oralis	3
SGB360	Bacteroides_thetaiotaomicron	40
SGB367	Serratia_odorifera	4
SGB366	Faecalibacterium_prausnitzii	10
SGB365	Anaerococcus_prevotii	1
SGB364	Prevotella_melaninogenica	1
SGB369	Veillonella_atypica	8
SGB368	Dorea_longicatena	9
SGB079	Enterococcus_faecium	1
SGB565	Staphylococcus_pasteuri	1
SGB408	Staphylococcus_hominis	65
SGB409	Staphylococcus_haemolyticus	204
SGB561	Actinomyces_viscosus	2
SGB560	Lactobacillus_salivarius	81
SGB563	Citrobacter_koseri	30
SGB562	Coriobacteriales_bacterium	1
SGB402	Lactobacillus_rhamnosus	133
SGB401	Listeria_monocytogenes	2878
SGB569	Mobiluncus_mulieris	8
SGB407	Enterococcus_faecium	124
SGB404	Bifidobacterium_breve	96
SGB405	Streptococcus_pseudopneumoniae	42
SGB121	Corynebacterium_pseudogenitalium	1	Corynebacterium_tuberculostearicum	1
SGB289	Porphyromonas_somerae	1
SGB071	Olsenella	3
SGB070	Pseudoglutamicibacter_albus	1
SGB316	Streptococcus_mitis	1	Streptococcus_oralis	1
SGB317	Fusobacterium_gonidiaformans	3
SGB312	Lactobacillus_hilgardii	5	Lactobacillus_brevis	1
SGB313	Corynebacterium_kroppenstedtii	4
SGB310	Burkholderia_cenocepacia	1
SGB318	Peptoniphilus_lacrimalis	3
SGB319	Janibacter	2
SGB086	Streptococcus_infantis	1	Streptococcus_oralis	1	Streptococcus_pseudopneumoniae	2
SGB087	Serratia_liquefaciens	15
SGB084	Anaerococcus_tetradius	2
SGB085	Klebsiella_pneumoniae	1
SGB082	Finegoldia_magna	3
SGB088	Enterobacter_cloacae	15
SGB089	Enterobacter_cloacae	5
SGB148	Pseudoglutamicibacter_albus	1
SGB271	Lactobacillus_pentosus	1
SGB222	Anaerococcus_hydrogenalis	1
SGB223	Prevotella_buccalis	2
SGB221	Janibacter	1
SGB226	Enterobacter_cloacae	2
SGB227	Megasphaera_sp	2
SGB224	Actinomyces_viscosus	1
SGB225	Anaerococcus_rubeinfantis	2
SGB143	Bacillus_subtilis	5
SGB142	Proteus_mirabilis	1
SGB228	Actinomyces_ihuae	1
SGB229	Olsenella	3
SGB147	Facklamia_ignava	2
SGB144	Akkermansia_muciniphila	3
SGB037	Streptococcus_oralis	1
SGB036	Haemophilus_influenzae	1	Haemophilus_haemolyticus	1
SGB035	Janibacter	1
SGB034	Akkermansia_muciniphila	2
SGB031	Olsenella	1
SGB030	Enterobacter_cloacae	3
SGB039	Streptococcus_acidominimus	3
SGB038	Listeria_monocytogenes	1
SGB528	Rothia_mucilaginosa	17
SGB138	Lactobacillus_oris	1
SGB139	Streptococcus_oralis	1
SGB521	Lactobacillus_iners	21
SGB520	Finegoldia_magna	9
SGB134	Janibacter	2
SGB522	Corynebacterium_aurimucosum	2
SGB132	Bacillus_subtilis	1
SGB133	Atopobium_parvulum	1
SGB527	Bacillus_coagulans	29
SGB526	Facklamia_hominis	4
SGB216	Prevotella_ihumii	1
SGB455	Gardnerella_vaginalis	6
SGB454	Porphyromonas_uenonis	1
SGB358	Serratia_fonticola	14
SGB359	Pseudomonas_aeruginosa	1933
SGB451	Fusobacterium_nucleatum	9
SGB450	Dorea_longicatena	7
SGB452	Fusobacterium_nucleatum	16
SGB353	Alistipes_finegoldii	3
SGB350	Tessaracoccus_sp	1
SGB351	Neisseria_meningitidis	1
SGB459	Corynebacterium_genitalium	1
SGB357	Prevotella_stercorea	4
SGB354	Alistipes_indistinctus	4
SGB460	Megasphaera_sp	1
SGB461	Klebsiella_pneumoniae	2
SGB468	Mageeibacillus_indolicus	3
SGB340	Streptococcus_mitis	1	Streptococcus_oralis	2
SGB550	Mycoplasma_genitalium	6
SGB551	Butyrivibrio_crossotus	3
SGB152	Fenollaria_timonensis	1
SGB172	Tessaracoccus_sp	1
SGB173	Staphylococcus_simulans	2
SGB170	Rothia_aeria	5
SGB171	Veillonella_montpellierensis	2
SGB176	Roseburia_intestinalis	9
SGB556	Ruminococcus_bromii	13
SGB174	Staphylococcus_simulans	60
SGB175	Bifidobacterium_dentium	14
SGB073	Tessaracoccus_sp	1
SGB072	Olsenella	2
SGB178	Lactobacillus_brevis	51
SGB179	Bacteroides_ovatus	38
SGB076	Prevotella_copri	22
SGB074	Olsenella	9
SGB411	Streptococcus_oralis	7
SGB279	Streptococcus_pseudopneumoniae	1
SGB278	Gemella_haemolysans	1
SGB007	Citrobacter_freundii	4
SGB275	Corynebacterium_jeikeium	6	Corynebacterium_amycolatum	6
SGB274	Rothia_dentocariosa	12
SGB277	Prevotella_melaninogenica	5
SGB276	Streptococcus_infantis	1
SGB153	Akkermansia_muciniphila	1
SGB270	Enterobacter_cloacae	1
SGB273	Corynebacterium_jeikeium	9
SGB272	Lactobacillus_johnsonii	29
SGB005	Tissierellia_bacterium	1
SGB415	Lactobacillus_gasseri	9	Lactobacillus_acidophilus	1
SGB003	Atopobium_parvulum	1
SGB416	Atopobium_vaginae	5
SGB398	Anaerococcus_prevotii	2
SGB399	Enterobacter_cloacae	85
SGB396	Bacteroides_cellulosilyticus	17
SGB397	Streptococcus_mitis	1
SGB395	Serratia_quinivorans	4
SGB392	Treponema_pallidum	55
SGB393	Prevotella_disiens	6
SGB390	UPEC	1
SGB391	Lactobacillus_sakei	45
SGB419	Roseburia_hominis	3
SGB418	Proteus_mirabilis	1
SGB552	Staphylococcus_haemolyticus	3
SGB553	Olsenella	3
SGB554	Dialister_micraerophilus	1
SGB555	Leptotrichia_wadei	3
SGB008	Burkholderia_cenocepacia	15
SGB009	Bifidobacterium_adolescentis	45
SGB558	Olsenella	2
SGB559	Corynebacterium_tuscaniense	2
SGB413	Prevotella_intermedia	33
SGB412	Lactococcus_lactis	121
SGB002	Porphyromonas_bennonis	2
SGB414	Chlamydia_trachomatis	155
SGB417	Atopobium_deltae	1
SGB001	Lactobacillus_gasseri	19
SGB482	Gemella_haemolysans	1
SGB483	Actinomyces_israelii	1
SGB480	Ruminococcus_callidus	1
SGB481	Staphylococcus_epidermidis	402	Rothia_mucilaginosa	2
SGB486	Klebsiella_pneumoniae	197	Enterobacter_cloacae	2
SGB487	Streptococcus_oralis	59	Streptococcus_pseudopneumoniae	1
SGB484	Roseburia_hominis	1
SGB485	Enterobacter_cloacae	9
SGB488	Pediococcus_acidilactici	39
SGB489	Haemophilus_haemolyticus	45
SGB305	Aerococcus_sanguinicola	2
SGB136	Varibaculum_cambriense	3
SGB307	Citrobacter_amalonaticus	1
SGB306	Streptococcus_infantis	1
SGB300	Janibacter	1
SGB303	Streptococcus_mitis	1
SGB137	Gardnerella_vaginalis	44
SGB523	Staphylococcus_epidermidis	1
SGB095	Cutibacterium_acnes	175
SGB094	Serratia_plymuthica	18
SGB097	Peptoniphilus_urinimassiliensis	1
SGB135	Aerococcus_urinae	2
SGB091	Megasphaera_sp	1
SGB090	Providencia_rettgeri	6
SGB093	Fusobacterium_nucleatum	20
SGB092	Fusobacterium_nucleatum	11
SGB098	Serratia_rubidaea	1
SGB131	Citrobacter_freundii	1
SGB608	Actinobaculum_massiliense	2
SGB609	Porphyromonas_asaccharolytica	2
SGB232	Aerococcus_urinae	25
SGB235	Lactobacillus_acidophilus	35
SGB234	Streptococcus_pseudopneumoniae	1
SGB237	Peptostreptococcus_anaerobius	7
SGB600	Lactobacillus_jensenii	10
SGB238	Enterobacter_cloacae	330
SGB602	Lactococcus_lactis	46
SGB603	Enterococcus_faecium	1418
SGB604	Janibacter	2
SGB605	Porphyromonas_somerae	1
SGB607	Olsenella	1
SGB253	Aerococcus_urinae	5
SGB514	Prevotella_corporis	3
SGB043	Prevotella_copri	1
SGB516	Parabacteroides_merdae	23
SGB041	Lawsonella_clevelandensis	3
SGB046	Anaerococcus_vaginalis	1
SGB511	Haemophilus_influenzae	740
SGB044	Tessaracoccus_sp	2
SGB513	Neisseria_gonorrhoeae	548	Neisseria_meningitidis	1937
SGB048	Olsenella	1
SGB049	Alistipes_putredinis	1
SGB519	Aerococcus_christensenii	4
SGB284	Streptococcus_salivarius	50
SGB285	Streptococcus_oralis	1
SGB286	Parabacteroides_distasonis	48
SGB129	Gardnerella_vaginalis	3
SGB281	Streptococcus_anginosus	44
SGB282	Streptococcus_mitis	1	Streptococcus_oralis	5
SGB283	Proteus_mirabilis	131
SGB125	Clostridium_perfringens	123
SGB124	Ureaplasma_urealyticum	15
SGB127	Serratia_rubidaea	6
SGB126	Actinotignum_schaalii	1
SGB288	Enterobacter_cloacae	20
SGB120	Coprobacter_fastidiosus	3
SGB123	Listeria_monocytogenes	1	Enterococcus_faecalis	249	Enterococcus_faecium	1
SGB122	Bacillus_subtilis	10
SGB304	Enterobacter_cloacae	1
SGB302	Faecalibacterium_prausnitzii	1
SGB349	Peptoniphilus_coxii	1
SGB348	Streptococcus_mitis	33	Streptococcus_pseudopneumoniae	2
SGB463	Faecalibacterium_prausnitzii	3
SGB464	Peptoniphilus_lacrimalis	1	Gardnerella_piotii	1	Gardnerella_vaginalis	21
SGB465	Actinomyces_graevenitzii	3
SGB466	Providencia_rettgeri	1
SGB467	Peptoniphilus_lacrimalis	1	Gardnerella_swidsinskii	1	Gardnerella_leopoldii	1	Gardnerella_vaginalis	16
SGB341	Streptococcus_mitis	2	Streptococcus_oralis	2
SGB469	TM7_H1_E1	1
SGB343	Burkholderia_cenocepacia	278
SGB342	Haemophilus_parainfluenzae	5
SGB345	Streptococcus_mitis	3	Streptococcus_pseudopneumoniae	1
SGB344	Bacillus_subtilis	207
SGB347	Streptococcus_mitis	2	Streptococcus_oralis	1
SGB190	Streptococcus_parasanguinis	41
SGB191	Haemophilus_influenzae	3	Haemophilus_parainfluenzae	9
SGB192	Parvimonas	1
SGB193	Janibacter	1
SGB194	Alloscardovia_omnicolens	10
SGB195	Peptoniphilus_harei	2
SGB196	Janibacter	1
SGB197	Mycoplasma_hominis	23
SGB198	Lactobacillus_jensenii	8
SGB199	Bacteroides_uniformis	58	Catenibacterium_mitsuokai	1
SGB457	Enterobacter_cloacae	1
