SGB374	Bacillus_licheniformis	Bacillus_subtilis	5	s__Bacillus licheniformis_A	s__Bacillus_subtilis-t__SGB7789						
SGB55	Bacillus_marinus	Bacillus_subtilis	12	s__Bacillus marinus	s__Bacillus_subtilis-t__SGB7791						
SGB615	Bacillus_subtilis	Bacillus_subtilis	1	s__Bacillus subtilis_G	s__Bacillus_subtilis-t__SGB30128						
SGB32	Bacillus_subtilis	Bacillus_subtilis	207	s__Bacillus subtilis	s__Bacillus_subtilis-t__SGB7788						
SGB356	Bacillus_velezensis	Bacillus_subtilis	5	s__Bacillus velezensis	s__Bacillus_velezensis-t__SGB7785						
SGB330	bacterium_OL-1	Olsenella	9	s__Olsenella_B sp000752675	s__bacterium_OL-1-t__SGB14389						
SGB502	Bacteroidales_bacterium_KA00251	noRef	s__Porphyromonas sp001552775	s__Bacteroidales_bacterium_KA00251-t__SGB3324							
SGB126	Bacteroides_caccae	Bacteroides_caccae	20	s__Bacteroides caccae	s__Bacteroides_caccae-t__SGB1877						
SGB134	Bacteroides_cellulosilyticus	Bacteroides_cellulosilyticus	17	s__Bacteroides cellulosilyticus	s__Bacteroides_cellulosilyticus-t__SGB1844						
SGB290	Bacteroides_clarus	Bacteroides_clarus	8	Bacteroides_stercoris	1	s__Bacteroides clarus	s__Bacteroides_clarus-t__SGB1832				
SGB453	Bacteroides_coprocola	Bacteroides_coprocola	3	s__Bacteroides_A coprocola	s__Bacteroides_coprocola-t__SGB1891						
SGB22	Bacteroides_dorei	Bacteroides_dorei	51	Bacteroides_vulgatus	82	s__Bacteroides_B dorei	s__Bacteroides_dorei-t__SGB1815				
SGB432	Bacteroides_eggerthii	Bacteroides_stercoris	1	s__Bacteroides eggerthii	s__Bacteroides_eggerthii-t__SGB1829						
SGB485	Bacteroides_faecis	Bacteroides_thetaiotaomicron	1	s__Bacteroides faecis	s__Bacteroides_faecis-t__SGB1860						
SGB2	Bacteroides_finegoldii	Bacteroides_finegoldii	15	s__Bacteroides finegoldii	s__Bacteroides_finegoldii-t__SGB1862						
SGB89	Bacteroides_fragilis	Bacteroides_fragilis	17	s__Bacteroides fragilis_A	s__Bacteroides_fragilis-t__SGB1853						
SGB17	Bacteroides_fragilis	Bacteroides_fragilis	125	s__Bacteroides fragilis	s__Bacteroides_fragilis-t__SGB1855						
SGB476	Bacteroides_massiliensis	Bacteroides_massiliensis	5	s__Bacteroides_B massiliensis	s__Bacteroides_massiliensis-t__SGB1812						
SGB23	Bacteroides_ovatus	Bacteroides_ovatus	38	s__Bacteroides ovatus	s__Bacteroides_ovatus-t__SGB1872						
SGB244	Bacteroides_plebeius	Bacteroides_plebeius	14	s__Bacteroides_A plebeius_A	s__Bacteroides_plebeius-t__SGB1903						
SGB187	Bacteroides_plebeius	Bacteroides_plebeius	7	s__Bacteroides_A plebeius	s__Bacteroides_plebeius-t__SGB1899						
SGB27	Bacteroides_stercoris	Bacteroides_stercoris	50	s__Bacteroides stercoris	s__Bacteroides_stercoris-t__SGB1830						
SGB524	Bacteroides_stercoris	Bacteroides_stercoris	1	s__Bacteroides sp003545565	s__Bacteroides_sp_OM08_17BH-t__SGB1831						
SGB149	Bacteroides_thetaiotaomicron	Bacteroides_thetaiotaomicron	40	s__Bacteroides thetaiotaomicron	s__Bacteroides_thetaiotaomicron-t__SGB1861						
SGB157	Bacteroides_uniformis	Bacteroides_uniformis	58	Catenibacterium_mitsuokai	1	s__Bacteroides uniformis	s__Bacteroides_uniformis-t__SGB1836				
SGB163	Bifidobacterium_adolescentis	Bifidobacterium_adolescentis	45	s__Bifidobacterium adolescentis	s__Bifidobacterium_adolescentis-t__SGB17244						
SGB547-MERGED-SGB66	Bifidobacterium_bifidum	Bifidobacterium_bifidum	60	s__Bifidobacterium bifidum	s__Bifidobacterium_bifidum-t__SGB17256						
SGB71	Bifidobacterium_breve	Bifidobacterium_breve	96	s__Bifidobacterium breve	s__Bifidobacterium_breve-t__SGB17247						
SGB181	Bifidobacterium_dentium	Bifidobacterium_dentium	14	s__Bifidobacterium dentium	s__Bifidobacterium_dentium-t__SGB17234						
SGB87	Bifidobacterium_infantis	Bifidobacterium_longum	301	s__Bifidobacterium infantis	s__Bifidobacterium_longum-t__SGB17249						
SGB657	Bifidobacterium_pseudocatenulatum	noRef	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium_pseudocatenulatum-t__SGB17237							
SGB470	Bifidobacterium_scardovii	noRef	s__Bifidobacterium scardovii	s__Bifidobacterium_scardovii-t__SGB17257							
SGB439	Brevibacterium_luteolum	noRef	s__Brevibacterium luteolum	s__Brevibacterium_luteolum-t__SGB16642							
SGB501	Brevibacterium_ravenspurgense	noRef	s__Brevibacterium ravenspurgense	s__Brevibacterium_ravenspurgense-t__SGB17204							
SGB678	Brevibacterium_sp_HMSC063G07	noRef	s__Brevibacterium sp001815905	s__Brevibacterium_sp_HMSC063G07-t__SGB23941							
SGB160	Burkholderia_cenocepacia	Burkholderia_cenocepacia	15	s__Burkholderia sp002223185	s__Burkholderia_cenocepacia-t__SGB12998						
SGB31	Burkholderia_cenocepacia	Burkholderia_cenocepacia	278	s__Burkholderia cenocepacia	s__Burkholderia_cenocepacia-t__SGB13000						
SGB580	Burkholderia_latens	Burkholderia_cenocepacia	1	s__Burkholderia latens	s__Burkholderia_latens-t__SGB13015						
SGB278	Burkholderia_pseudomultivorans	Burkholderia_cenocepacia	1	s__Burkholderia pseudomultivorans	s__Burkholderia_pseudomultivorans-t__SGB12995						
SGB407	Burkholderia_seminalis	Burkholderia_cenocepacia	1	s__Burkholderia seminalis	s__Burkholderia_seminalis-t__SGB13001						
SGB511	Butyrivibrio_crossotus	Butyrivibrio_crossotus	3	s__Butyrivibrio_A crossotus	s__Butyrivibrio_crossotus-t__SGB5065						
SGB117	Caecibacter_massiliensis	Megasphaera_sp	1	s__Caecibacter massiliensis	s__Megasphaera_sp_DJF_B143-t__SGB5852						
SGB447	Campylobacter_hominis	Campylobacter_hominis	3	s__Campylobacter_B hominis	s__Campylobacter_hominis-t__SGB19429						
SGB168	Campylobacter_ureolyticus	Campylobacter_ureolyticus	7	s__Campylobacter_B ureolyticus	s__Campylobacter_ureolyticus-t__SGB19431						
SGB342	Catenibacterium_mitsuokai	Catenibacterium_mitsuokai	1	s__Catenibacterium mitsuokai	s__Catenibacterium_mitsuokai-t__SGB6778						
SGB90	Chlamydia_trachomatis	Chlamydia_trachomatis	155	s__Chlamydia trachomatis	s__Chlamydia_trachomatis-t__SGB5498						
SGB583	Citrobacter_amalonaticus	Citrobacter_amalonaticus	1	s__Citrobacter_A amalonaticus_C	s__Citrobacter_amalonaticus-t__SGB10076						
SGB285	Citrobacter_amalonaticus	Citrobacter_freundii	1	Citrobacter_amalonaticus	14	s__Citrobacter_A amalonaticus_D	s__Citrobacter_amalonaticus-t__SGB10074				
SGB408	Citrobacter_amalonaticus	Citrobacter_amalonaticus	4	s__Citrobacter_C amalonaticus	s__Citrobacter_amalonaticus-t__SGB23228						
SGB241	Citrobacter_braakii	Citrobacter_freundii	9	Citrobacter_amalonaticus	1	s__Citrobacter braakii	s__Citrobacter_braakii-t__SGB10086				
SGB252	Citrobacter_europaeus	Citrobacter_freundii	4	s__Citrobacter europaeus	s__Citrobacter_freundii-t__SGB10085						
SGB616	Citrobacter_freundii	Citrobacter_freundii	1	s__Citrobacter freundii_E	s__Citrobacter_freundii-t__SGB23226						
SGB25	Citrobacter_freundii	Citrobacter_freundii	144	Enterobacter_cloacae	1	s__Citrobacter freundii	s__Citrobacter_freundii-t__SGB10083				
SGB125	Citrobacter_koseri	Citrobacter_koseri	30	s__Citrobacter_B koseri	s__Citrobacter_koseri-t__SGB10079						
SGB161	Citrobacter_pasteurii	Citrobacter_freundii	4	s__Citrobacter pasteurii	s__Citrobacter_freundii-t__SGB10082						
SGB488	Citrobacter_werkmanii	Citrobacter_freundii	1	s__Citrobacter werkmanii_A	s__Citrobacter_werkmanii-t__SGB10088						
SGB733	Citrobacter_werkmanii	Citrobacter_freundii	1	s__Citrobacter werkmanii	s__Citrobacter_werkmanii-t__SGB10080						
SGB316	Clostridiales_bacterium_KA00274	noRef	s__KA00274 sp001552885	s__Clostridiales_bacterium_KA00274-t__SGB7884							
SGB114	Clostridium_perfringens	Clostridium_perfringens	123	s__Clostridium_P perfringens	s__Clostridium_perfringens-t__SGB6191						
SGB243	Clostridium_ventriculi	Clostridium_ventriculi	5	s__Clostridium_P ventriculi	s__Clostridium_ventriculi-t__SGB6190						
SGB434	Collinsella_aerofaciens	Collinsella_aerofaciens	5	GTDB-new	s__Collinsella_SGB14400-t__SGB14400						
SGB302	Collinsella_aerofaciens	Collinsella_aerofaciens	10	s__Collinsella aerofaciens	s__Collinsella_aerofaciens-t__SGB14631						
SGB348	Collinsella_aerofaciens	Collinsella_aerofaciens	9	s__Collinsella sp002232035	s__Collinsella_sp_TM09_10AT-t__SGB14507						
SGB294	Coprobacter_fastidiosus	Coprobacter_fastidiosus	3	s__Coprobacter fastidiosus	s__Tannerella_sp_6_1_58FAA_CT1-t__SGB1963						
SGB164	Coprococcus_eutactus	Coprococcus_eutactus	2	s__Coprococcus eutactus	s__Coprococcus_eutactus-t__SGB5118						
SGB395	Coprococcus_eutactus	Coprococcus_eutactus	4	s__Coprococcus eutactus_A	s__Coprococcus_eutactus-t__SGB5117						
SGB283	Coriobacteriales_bacterium_DNF00809	Coriobacteriales_bacterium	1	s__DNF00809 sp001552935	s__Coriobacteriales_bacterium_DNF00809-t__SGB963						
SGB719	Coriobacteriales_bacterium_OH1046	Coriobacteriales_bacterium	1	GTDB-new	s__Coriobacteriales_bacterium_OH1046-t__SGB33592						
SGB713	Corynebacterium_afermentans	Corynebacterium_genitalium	1	s__Corynebacterium afermentans	s__Corynebacterium_afermentans-t__SGB17067						
SGB211	Corynebacterium_amycolatum	Corynebacterium_jeikeium	6	Corynebacterium_amycolatum	6	s__Corynebacterium amycolatum	s__Corynebacterium_amycolatum-t__SGB17036				
SGB249	Corynebacterium_aurimucosum	Corynebacterium_aurimucosum	1	s__Corynebacterium aurimucosum_C	s__Corynebacterium_sp_HMSC055A01-t__SGB17109						
SGB231	Corynebacterium_aurimucosum	Corynebacterium_aurimucosum	2	s__Corynebacterium aurimucosum	s__Corynebacterium_aurimucosum-t__SGB17114						
SGB479	Corynebacterium_aurimucosum	Corynebacterium_aurimucosum	2	s__Corynebacterium aurimucosum_E	s__Corynebacterium_aurimucosum-t__SGB17102						
SGB224-MERGED-SGB546	Corynebacterium_coyleae	noRef	s__Corynebacterium coyleae	s__Corynebacterium_coyleae-t__SGB17061							
SGB597	Corynebacterium_freneyi	Corynebacterium_freneyi	1	s__Corynebacterium freneyi	s__Corynebacterium_freneyi-t__SGB17083						
SGB672	Corynebacterium_genitalium	Corynebacterium_genitalium	1	s__Corynebacterium genitalium	s__Corynebacterium_genitalium-t__SGB17050						
SGB381	Corynebacterium_glucuronolyticum	Corynebacterium_glucuronolyticum	3	s__Corynebacterium glucuronolyticum	s__Corynebacterium_glucuronolyticum-t__SGB17030						
SGB218	Corynebacterium_jeikeium	Corynebacterium_jeikeium	9	s__Corynebacterium jeikeium	s__Corynebacterium_jeikeium-t__SGB17044						
SGB48	Corynebacterium_jeikeium	Corynebacterium_jeikeium	9	s__Corynebacterium jeikeium_A	s__Corynebacterium_jeikeium-t__SGB17043						
SGB347	Corynebacterium_jeikeium	Corynebacterium_jeikeium	3	s__Corynebacterium sp001807485	s__Corynebacterium_jeikeium-t__SGB17045						
SGB171	Corynebacterium_kefirresidentii	Corynebacterium_aurimucosum	1	s__Corynebacterium kefirresidentii	s__Corynebacterium_sp_KPL1860-t__SGB17100						
SGB689	Corynebacterium_kroppenstedtii	Corynebacterium_kroppenstedtii	1	s__Corynebacterium kroppenstedtii	s__Corynebacterium_kroppenstedtii-t__SGB17004						
SGB281	Corynebacterium_kroppenstedtii	Corynebacterium_kroppenstedtii	4	s__Corynebacterium kroppenstedtii_A	s__Corynebacterium_kroppenstedtii-t__SGB17000						
SGB404	Corynebacterium_lipophiloflavum	Corynebacterium_lipophiloflavum	1	s__Corynebacterium lipophiloflavum	s__Corynebacterium_lipophiloflavum-t__SGB17055						
SGB554	Corynebacterium_minutissimum	Corynebacterium_aurimucosum	2	s__Corynebacterium minutissimum_A	s__Corynebacterium_aurimucosum-t__SGB17110						
SGB523	Corynebacterium_phoceense	noRef	s__Corynebacterium phoceense	s__Corynebacterium_sp_DNF00584-t__SGB17119							
SGB522	Corynebacterium_pseudogenitalium	Corynebacterium_pseudogenitalium	1	Corynebacterium_tuberculostearicum	1	s__Corynebacterium pseudogenitalium	s__Corynebacterium_aurimucosum-t__SGB17102				
SGB305	Corynebacterium_pyruviciproducens	Corynebacterium_pyruviciproducens	2	s__Corynebacterium pyruviciproducens	s__Corynebacterium_pyruviciproducens-t__SGB17029						
SGB582	Corynebacterium_riegelii	noRef	s__Corynebacterium riegelii	s__Corynebacterium_riegelii-t__SGB17074							
SGB728	Corynebacterium_sp_HMSC078H07	noRef	s__Corynebacterium sp001812805	s__Corynebacterium_sp_HMSC078H07-t__SGB17116							
SGB307	Corynebacterium_sp_NML98_0116	noRef	s__Corynebacterium sp001767255	s__Corynebacterium_sp_NML98_0116-t__SGB17071							
SGB543	Corynebacterium_striatum	noRef	s__Corynebacterium striatum	s__Corynebacterium_striatum-t__SGB17121							
SGB280	Corynebacterium_tuscaniense	Corynebacterium_tuscaniense	2	s__Corynebacterium tuscaniense	s__Corynebacterium_tuscaniense-t__SGB17076						
SGB606	Criibacterium_bergeronii	Criibacterium_bergeronii	1	s__Criibacterium bergeronii	s__Criibacterium_bergeronii-t__SGB6645						
SGB118	Cutibacterium_acnes	Cutibacterium_acnes	175	s__Cutibacterium acnes	s__Cutibacterium_acnes-t__SGB16955						
SGB175	Cutibacterium_avidum	Cutibacterium_avidum	15	s__Cutibacterium avidum	s__Cutibacterium_avidum-t__SGB16953						
SGB228	Dermabacter_hominis	noRef	s__Dermabacter hominis	s__Dermabacter_hominis-t__SGB17179							
SGB376-MERGED-SGB410	Dialister_micraerophilus	Dialister_micraerophilus	1	s__Dialister micraerophilus	s__Dialister_micraerophilus-t__SGB5840						
SGB121	Dialister_sp	noRef	s__Dialister sp001553355	s__Veillonellaceae_bacterium_DNF00626-t__SGB5831							
SGB176	Dorea_formicigenerans	Dorea_formicigenerans	27	s__Dorea formicigenerans	s__Dorea_formicigenerans-t__SGB4575						
SGB220	Dorea_longicatena	Dorea_longicatena	9	s__Dorea longicatena_B	s__Dorea_longicatena-t__SGB4582						
SGB275	Dorea_longicatena	Dorea_longicatena	7	s__Dorea longicatena	s__Dorea_longicatena-t__SGB4581						
SGB341	Eggerthella_lenta	Eggerthella_lenta	29	s__Eggerthella lenta	s__Eggerthella_lenta-t__SGB14809						
SGB205	Enterobacter_bugandensis	Enterobacter_cloacae	5	s__Enterobacter bugandensis	s__Enterobacter_bugandensis-t__SGB10135						
SGB247	Enterobacter_cloacae	Enterobacter_cloacae	4	s__Enterobacter cloacae_K	s__Enterobacter_cloacae-t__SGB23268						
SGB648	Enterobacter_cloacae	Enterobacter_cloacae	3	s__Enterobacter sp000568095	s__Enterobacter_cloacae-t__SGB10140						
SGB258	Enterobacter_cloacae	Enterobacter_cloacae	8	s__Enterobacter cloacae_I	s__Enterobacter_cloacae-t__SGB23264						
SGB706	Enterobacter_cloacae	Enterobacter_cloacae	1	GTDB-new	s__Enterobacter_cloacae-t__SGB31173						
SGB133	Enterobacter_cloacae	Enterobacter_cloacae	85	s__Enterobacter cloacae	s__Enterobacter_cloacae-t__SGB10131						
SGB351	Enterobacter_cloacae	Enterobacter_cloacae	6	s__Enterobacter cloacae_J	s__Enterobacter_cloacae-t__SGB10129						
SGB670	Enterobacter_cloacae	Enterobacter_cloacae	1	s__Enterobacter cloacae_L	s__Enterobacter_cloacae_complex_sp_GN03164-t__SGB10137						
SGB40	Enterobacter_cloacae	Enterobacter_cloacae	9	s__Enterobacter cloacae_B	s__Enterobacter_cloacae-t__SGB10134						
SGB461	Enterobacter_cloacae	Enterobacter_cloacae	6	s__Enterobacter cloacae_H	s__Enterobacter_cloacae-t__SGB10138						
SGB109	Enterobacter_cloacae	Enterobacter_cloacae	20	s__Enterobacter cloacae_M	s__Enterobacter_asburiae-t__SGB10141						
SGB62	Enterobacter_himalayensis	Enterobacter_cloacae	330	s__Enterobacter himalayensis	s__Enterobacter_hormaechei-t__SGB10130						
SGB722	Enterobacter_kobei	Enterobacter_cloacae	1	s__Enterobacter_D kobei	s__Enterobacter_kobei-t__SGB10102						
SGB262	Enterobacter_kobei	Enterobacter_cloacae	11	s__Enterobacter kobei	s__Enterobacter_kobei-t__SGB10133						
SGB279	Enterobacter_ludwigii	Enterobacter_cloacae	7	s__Enterobacter ludwigii	s__Enterobacter_ludwigii-t__SGB10127						
SGB204	Enterobacter_nimipressuralis	Enterobacter_cloacae	15	s__Enterobacter nimipressuralis	s__Enterobacter_cloacae-t__SGB10139						
SGB335	Enterococcus_casseliflavu	Enterococcus_faecium	1	s__Enterococcus_D sp002850555	s__Enterococcus_casseliflavus-t__SGB7952						
SGB112	Enterococcus_faecalis	Listeria_monocytogenes	1	Enterococcus_faecalis	249	Enterococcus_faecium	1	s__Enterococcus faecalis	s__Enterococcus_faecalis-t__SGB7962		
SGB74	Enterococcus_faecium	Enterococcus_faecium	124	s__Enterococcus_B faecium_B	s__Enterococcus_faecium-t__SGB7968						
SGB10	Enterococcus_faecium	Enterococcus_faecium	1418	s__Enterococcus_B faecium	s__Enterococcus_faecium-t__SGB7967						
SGB426	Enterococcus_thailandicus	Listeria_monocytogenes	1	s__Enterococcus_B thailandicus	s__Enterococcus_thailandicus-t__SGB7965						
SGB570	Ezakiella_coagulans	Tissierellia_bacterium	1	s__Ezakiella coagulans	s__Tissierellia_bacterium_S7_1_4-t__SGB6728						
SGB235	Facklamia_hominis	Facklamia_hominis	4	s__Facklamia hominis	s__Facklamia_hominis-t__SGB7882						
SGB370	Facklamia_ignava	Facklamia_ignava	2	s__Facklamia_A ignava	s__Facklamia_ignava-t__SGB7810						
SGB406	Faecalibacterium_prausnitzii	Faecalibacterium_prausnitzii	3	s__Faecalibacterium prausnitzii_D	s__Faecalibacterium_prausnitzii-t__SGB15342						
SGB534	Faecalibacterium_prausnitzii	Faecalibacterium_prausnitzii	2	s__Faecalibacterium prausnitzii_I	s__Faecalibacterium_prausnitzii-t__SGB15317						
SGB661	Faecalibacterium_prausnitzii	Faecalibacterium_prausnitzii	1	s__Faecalibacterium prausnitzii_F	s__Faecalibacterium_prausnitzii-t__SGB15339						
SGB222	Faecalibacterium_prausnitzii	Faecalibacterium_prausnitzii	10	s__Faecalibacterium prausnitzii_C	s__Faecalibacterium_prausnitzii-t__SGB15318						
SGB639	Faecalibacterium_prausnitzii	Faecalibacterium_prausnitzii	1	s__Faecalibacterium prausnitzii_E	s__Faecalibacterium_prausnitzii-t__SGB15323						
SGB398	Faecalibacterium_prausnitzii	Faecalibacterium_prausnitzii	3	s__Faecalibacterium prausnitzii_H	s__Faecalibacterium_prausnitzii-t__SGB15322						
SGB195	Faecalibacterium_prausnitzii	Faecalibacterium_prausnitzii	16	s__Faecalibacterium prausnitzii_K	s__Faecalibacterium_prausnitzii-t__SGB15332						
SGB261-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	Fannyhessea_vaginae	noRef	s__Fannyhessea vaginae	new_SGB							
SGB261-MERGED-SGB389-MERGED-SGB555-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	Fannyhessea_vaginae	noRef	s__Fannyhessea vaginae	new_SGB							
SGB551-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84	Fannyhessea_vaginae	Atopobium_vaginae	5	s__Fannyhessea vaginae	s__Atopobium_vaginae-t__SGB991						
SGB271-MERGED-SGB361	Fannyhessea_vaginae	Atopobium_vaginae	1	s__Fannyhessea vaginae_A	s__Atopobium_vaginae-t__SGB990						
SGB333	Fenollaria_massiliensis	noRef	s__Fenollaria massiliensis	s__Fenollaria_massiliensis-t__SGB6716							
SGB379	Fenollaria_timonensis	Fenollaria_timonensis	1	GTDB-new	s__Fenollaria_timonensis-t__SGB6721						
SGB339	Finegoldia_magna	Finegoldia_magna	3	s__Finegoldia magna_F	s__Finegoldia_magna-t__SGB6684						
SGB327	Finegoldia_magna	Finegoldia_magna	7	s__Finegoldia magna	s__Finegoldia_magna-t__SGB6686						
SGB653-MERGED-SGB75	Finegoldia_magna	Finegoldia_magna	9	s__Finegoldia magna_H	s__Finegoldia_magna-t__SGB6683						
SGB276	Fusobacterium_animalis	Fusobacterium_nucleatum	16	s__Fusobacterium animalis	s__Fusobacterium_nucleatum-t__SGB6007						
SGB366	Fusobacterium_gonidiaformans	Fusobacterium_gonidiaformans	3	s__Fusobacterium_C gonidiaformans	s__Fusobacterium_gonidiaformans-t__SGB5985						
